title,category,price,rating,num_reviews,num_subscribers
Video Marketing: Learn DSLR Video to Grow Your Business,IT & Software,4160.0,4.46,94,3019
NCH Express Accounts Software,Finance & Accounting,2560.0,3.57,5,16
Financial Advisor Training: Closing Sales Skills Pro(Part 2),Business,8640.0,4.8,13,143
ROS : Simulating Autonomous Drone with Path Planning SLAM,Development,8640.0,3.66,27,155
Instagram Marketing: How To Generate Leads & Grow Your Brand,Lifestyle,1600.0,3.7,20,1023
Spss Eğitimi,IT & Software,5440.0,4.14,5,41
Buchhaltung mit Excel,Finance & Accounting,3840.0,4.35,8,26
Learn How to Get Decision-Makers to Say Yes to Your Proposal,Business,1280.0,4.06,19,140
Learn Adobe Brackets Free open source code editor,Development,8640.0,4.33,150,12951
Tools to overcome fear and take control,Lifestyle,2240.0,4.41,16,77
CompTIA A+ Core 1 (220-1001),IT & Software,1280.0,3.8,4,2465
International Business 101: Learn Global Business Strategy,Finance & Accounting,1920.0,4.01,41,452
Robotic Process Automation - RPA Overview,Business,8640.0,4.4,10059,28937
WebGL internals,Development,8640.0,4.25,9,111
Comprehensive Microsoft PowerPoint,Lifestyle,1280.0,3.9,43,766
Istio Hands-On for Kubernetes,IT & Software,2240.0,4.66,1500,9268
Financial Literacy in Times of Crisis,Finance & Accounting,0.0,4.39,16,767
Outsourcing Mastery: How I Became A Successful Entrepreneur,Business,6400.0,3.8,24,11454
Learn Ruby Programming The Easy Way,Development,2240.0,4.34,29,3491
The Most Effective Way to Sell Coaching/Consulting Services,Lifestyle,8640.0,4.65,521,4080
CAIIB 2020 Retail Banking Mock Tests,IT & Software,1280.0,0.0,0,15
How To Start and Grow A Successful Clothing Brand Business,Finance & Accounting,4480.0,4.43,69,4710
Alibaba The Complete Guide to Import from Alibaba to Amazon,Business,8640.0,4.52,816,5922
Agile Foundations - getting to Done,Development,2240.0,3.9,28,284
Solving 3x3 Rubik's Cube Made Easy,Lifestyle,1280.0,4.76,2,4
The Complete WiFi Ethical Hacking Course for Beginners,IT & Software,1280.0,3.28,38,6055
Как составить личный финансовый план?,Finance & Accounting,1920.0,3.61,7,23
Risk Reversal Options Trading Strategy Certification,Business,1280.0,3.81,9,3374
RPG Inventory Systems: Intermediate C# Game Coding Course,Development,6080.0,4.58,201,4274
NoCode Eğitim Seti,Lifestyle,1280.0,4.0,1,8
Dimensional modeling: Pivot reports with multiple tables,IT & Software,3200.0,3.9,12,736
Launching Your Own Mobile App Business,Finance & Accounting,2880.0,3.91,5,226
Beat the Banks: How to Secure Finance for Your Company,Business,6400.0,4.52,26,6104
Learn Angular 2 from Beginner to Advanced,Development,8640.0,4.39,1588,116700
Visualização De Dados Para Designers,Lifestyle,1600.0,4.42,15,36
"Internet of Things IOT, Robotics and Hacking with NodeMCU",IT & Software,3200.0,4.19,168,20609
Super Sales Star,Finance & Accounting,8640.0,4.26,47,2263
The Complete Financial Analyst Training & Investing Course,Business,8640.0,4.5,21421,182002
Design Patterns in Modern C++,Development,6400.0,4.35,2854,16348
acquerello effetti speciali,Lifestyle,2560.0,4.67,22,111
T-SQL For Beginner Data Analysts,IT & Software,1280.0,4.14,8,51
Writing Effective Business Emails,Finance & Accounting,1280.0,4.11,477,2196
Estimation Fundamentals,Business,6400.0,4.06,6,3453
C# Cross-Platform Tricks: Run ASP.NET Applications On Linux,Development,5760.0,3.77,17,354
Scenting in Soapmaking,Lifestyle,5760.0,3.91,12,72
CCNA WIRELESS WIFUND 200-355 EXAM SIMULATION QUESTIONS  2/2,IT & Software,1280.0,4.14,8,87
Audit - Financial Statement,Finance & Accounting,8640.0,4.28,567,30211
PMP PMBOK 6 Vocabulary Exams - All PMP Terms,Business,6400.0,4.0,173,1466
The Complete C Course,Development,1280.0,4.18,80,3929
Arabic Photoshop cc 2019 From Scratch,Lifestyle,2560.0,4.75,7,13
Project Finance Modeling for Renewable Energy,IT & Software,8640.0,4.48,58,204
Start your own recruitment agency from home,Finance & Accounting,8640.0,4.37,99,419
QuickBooks and Tax Preparation,Business,8640.0,4.21,4,70
Learn jQuery: An In-depth Course For Beginners,Development,3200.0,3.89,157,7226
Realistic Snowy Game Environment Creation,Lifestyle,3840.0,4.88,37,422
Microsoft Dynamics 365 Business Central- Manufacturing,IT & Software,4160.0,4.58,8,33
Master Persuasion and Influence with Jason Teteak,Finance & Accounting,6400.0,4.65,7,142
Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,Business,2560.0,4.07,341,1993
Learn Python A-Z ; the Modern Approach,Development,7680.0,4.59,17,534
Practical Personal Brand For Self Employed & Sales People,Lifestyle,3200.0,4.38,10,64
CHFI -312-49- V9 Practice Tests made Easy (500+ questions),IT & Software,8000.0,3.73,17,90
2020 Part1 CIA Exam- Essentials of Internal Auditing,Finance & Accounting,6400.0,4.18,16,151
CompTIA Project+ Exam Prep,Business,8640.0,4.39,720,5045
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,Development,4800.0,4.1,1039,46543
Easy ScreenPrinting from Home,Lifestyle,1600.0,4.1,10,25
Preço de Venda Para o Setor do Serviço,IT & Software,1280.0,4.5,1,2
Certified Six Sigma Black Belt Training,Finance & Accounting,8640.0,4.59,1321,7138
Business Strategy Execution: Designing Agile Organizations,Business,8640.0,4.55,1470,11418
Cloud Databases on AWS and AZURE,Development,1600.0,2.8,18,6457
Become Fast Learner: Triple your memory triple your Success,Lifestyle,8640.0,4.5,1,5
Excel VBA Macros: Hyper-disambiguated Excel VBA Programming,IT & Software,3840.0,4.39,880,6305
Executive job search,Finance & Accounting,1280.0,4.27,85,759
ISO 9001:2015  Risk and Process- Step by Step Understanding,Business,1280.0,4.09,18,379
Ethereum Tutorial: Ethereum & Smart Contracts from Scratch,Development,8640.0,4.55,39,422
Parenting: 100+ Ways To Get Your Child A 4.0 GPA,Lifestyle,1920.0,4.24,23,455
Validate your Online Business Idea in 3 Simple Steps,IT & Software,1280.0,4.45,6,1073
"Become a highly paid Consultant, Adviser, Coach or Trainer",Finance & Accounting,5120.0,4.51,65,1667
Mindful Written Communication,Business,1280.0,4.11,68,201
Build a Website using ReactJs and Contentful (Headless CMS),Development,1280.0,4.09,46,249
Purposefully attract your soulmate,Lifestyle,8640.0,5.0,2,10
21 Steps to Successful Project Management,IT & Software,1920.0,4.27,58,8898
Presentation Skills: Give a Great Team Presentation,Finance & Accounting,8640.0,4.41,392,14968
Etsy 101: Creating resume templates to sell on Etsy,Business,8640.0,4.11,28,111
Getting Started with Spring Boot 2,Development,8640.0,4.3,274,1673
Success is just a Perception,Lifestyle,1920.0,0.0,0,1
"Airbnb, Vrbo, HomeAway: How to Manage Your Vacation Rental",IT & Software,2560.0,4.17,55,981
Tableau Masterclass - solving real world business challenges,Finance & Accounting,8640.0,4.15,134,776
Human Resources 101: How to make your employees happy.,Business,3200.0,3.67,12,80
"Coding for Entrepreneurs: Learn Python, Django, and More.",Development,8640.0,4.56,1024,24564
チラシをAfter Effectsで動画に変身させよう！,Lifestyle,8640.0,4.23,20,198
Document Automation using Documate,IT & Software,1280.0,3.93,8,55
9 to 5 Breakout: Escape the Grind in 5 Easy Steps,Finance & Accounting,1280.0,4.2,40,4038
Lean Six Sigma Black Belt for IT Professionals,Business,1280.0,4.01,47,1924
Python from the beginning in Sinhala - Python මුල සිට සරලව,Development,1280.0,4.77,260,2215
Rhino 3D tutorials v5 & v6 Beginner Level to Advanced Level,Lifestyle,8640.0,4.47,3644,13370
ACCA Financial Management (FM),IT & Software,4800.0,4.66,9,78
Ebay From Scratch in 2019 - Hidden Secrets Never Revealed,Finance & Accounting,8640.0,3.08,3,3
Ultimate Writing Editing Masterclass +An eBook with Examples,Business,8640.0,4.52,191,821
Create a Survival Game in Javascript with Phaser 3 in 2020,Development,3520.0,3.89,18,119
Creating A Si-fi Environment - Bio Lab,Lifestyle,8640.0,5.0,3,90
Learn Trading Investing In Financial Markets,IT & Software,7360.0,4.53,28,100
Investment Banking Interview Questions,Finance & Accounting,1280.0,1.5,1,7
Udemy Instructor Guide: Record & Market Courses - Unofficial,Business,1280.0,4.29,10,2433
Intro to Mobile Game and App Development and Corona SDK 2015,Development,1280.0,4.2,33,170
Word 2016. Twórz profesjonalne dokumenty.,Lifestyle,1280.0,4.2,14,79
How To Craft Your Elevator Speech with - NO SWEAT!,IT & Software,1280.0,4.71,38,1806
Managing Volunteers in a Challenging Environment,Finance & Accounting,1600.0,3.78,16,156
Anti Money Laundering & Countering of Terrorist Financing,Business,2880.0,4.15,1065,1957
Make a Multiplayer Shooter in Unity,Development,1600.0,4.71,471,7007
Essential Wilderness Survival Skills,Lifestyle,8640.0,4.24,2,3
Learn JMeter,IT & Software,8640.0,4.25,495,2276
Securing IoT - Build secure IoT solutions: 2-in-1,Finance & Accounting,8640.0,3.61,32,233
Talent Management 2020:How to Develop & Retain Top Employees,Business,5440.0,4.11,66,178
Basic Java Programming with NetBeans,Development,2240.0,4.32,75,1482
Zbrush básico Vol 2: Creación de una mascota cartoon 3D en Z,Lifestyle,1280.0,4.56,59,222
Fundamentals of Computer Network Part 1,IT & Software,1280.0,4.2,3,5
Matemática Financeira com HP12C e MS Excel,Finance & Accounting,1280.0,4.53,781,2918
Options Trading for Small Account - ETF SPY Strategy System,Business,6400.0,4.39,55,2279
React Native Projects,Development,6080.0,3.8,137,884
21 Days Of Modern Meditation,Lifestyle,7680.0,0.0,0,7
AWS VPC and Networking in depth: Learn practically in 8 hrs,IT & Software,6400.0,4.58,1237,7273
How to set up Business in India?,Finance & Accounting,6400.0,3.47,4,11
Hidden Secrets Of Selling - Part 2,Business,8640.0,4.12,26,13084
Google Script How to Update Google Sheet data from a web App,Development,8640.0,4.3,153,3580
Introduction to 3D Modeling in Maya,Lifestyle,1280.0,0.0,0,4
Level 4 Diploma - Defining Business Needs (L4M2),IT & Software,1280.0,4.13,41,230
BI - Structuring Data for Business Analysis,Finance & Accounting,3200.0,3.85,9,46
How Economic Forces Impact Real Estate,Business,3200.0,3.62,28,176
Computer Science 101: Master the Theory Behind Programming,Development,3200.0,4.49,2491,12960
Crashkurs Katzenerziehung,Lifestyle,1280.0,4.08,17,59
Leading Traders Give Their Best Strategies (Corona updated),IT & Software,0.0,3.73,29,3366
The Complete Guide To Making Money With Auto Repair Shops,Finance & Accounting,1920.0,3.83,12,1029
Create Delighted and Devoted Customers,Business,3200.0,4.51,13,109
"Python training, from scratch to penetration tester",Development,8640.0,4.12,271,8202
The Social Media Marketing Mega Bundle - 7 Courses In 1,Lifestyle,8640.0,4.48,651,55390
Bubble Milk Tea Basic Business Training,IT & Software,1920.0,3.29,4,14
Finance 101: Financing Your Startup Small Business In 2020,Finance & Accounting,3200.0,3.13,18,1104
Ideas and Methods of Creating Content Easily,Business,8640.0,2.93,14,3710
Building a Responsive Site with Zurb Foundation,Development,5440.0,3.78,8,105
All in One Digital Marketing Masterclass for Passive Income,Lifestyle,8640.0,3.97,9,45
The Digital Strategist: Timeless Tech Disruption Principles,IT & Software,6400.0,3.76,18,197
Deltek Acumen Risk – Step by Step,Finance & Accounting,8640.0,4.91,7,36
DIY Patent Search - How to Save on Patents,Business,6400.0,2.62,7,89
Cosmos DB,Development,3200.0,3.6,53,277
Salesforce Lightning Reporting: All You Need To Know!,Lifestyle,3200.0,3.9,23,1305
How to Buy Your First Rental House,IT & Software,1920.0,4.36,47,896
Fiction for Young Writers (Writing Mastery),Finance & Accounting,5120.0,4.77,249,1126
How to Give Feedback without Giving Offence,Business,1280.0,4.01,22,119
New to Unix / Linux Command?Learn Step by Step|Adv. Commands,Development,1600.0,4.79,42,691
Complete SEO Course (Rank # 1 on Google) (2020),Lifestyle,1280.0,4.09,5,10
Primavera P6 for Beginners,IT & Software,6400.0,4.29,66,225
How To Get Substantial Seed Funding For Your Startup,Finance & Accounting,1920.0,4.81,8,1135
Local Business Marketing & Website Traffic Growth Strategies,Business,8640.0,3.74,89,34187
Step by Step Guide for Javascript - Basics to Advanced,Development,1280.0,4.24,527,59413
Improve your Anatomy grade today!,Lifestyle,1920.0,4.61,44,162
"SQL Bootcamp for Business, Product, & Data Analysts",IT & Software,1600.0,4.22,14,1338
New Manager Training,Finance & Accounting,4800.0,3.67,27,1183
Microsoft Power BI - Business Intelligence for Beginners,Business,8960.0,4.36,3200,14958
SQL Server Administration On Linux Operating System,Development,1280.0,4.5,25,333
YouTube Advertising : YouTube Video ads hack and secrets,Lifestyle,1280.0,0.0,0,3
शेअर मार्केट ट्रेनिंग - मराठी मध्ये,IT & Software,7040.0,0.0,0,2
Online Business Plan,Finance & Accounting,8000.0,5.0,3,502
All about KPIs,Business,6080.0,4.28,243,1242
Build+Deploy+Test with Jenkins 2.0,Development,1920.0,4.24,4620,67732
Japanese Pastry Course #4 Japanese Roll cake,Lifestyle,1920.0,4.53,85,474
Real Estate Market Research Basics,IT & Software,1600.0,3.99,21,100
Fundamentals of Diamond Trading,Finance & Accounting,12800.0,4.7,4,10
How to Teach English Online and Get Paid,Business,3200.0,4.57,120,5624
PHP with PDO - ULTIMATE Crash Course,Development,3200.0,4.49,381,2152
Création d'une maquette web avec Affinity Designer,Lifestyle,1280.0,4.28,8,36
Generational Communication in the Workplace,IT & Software,1280.0,3.84,13,24
Comprendre la finance,Finance & Accounting,5120.0,4.25,69,296
Hotel Management - Fundamentals in Labour Cost Management,Business,3200.0,4.19,8,1044
Best python course for beginners ( Basic + Advanced ),Development,8640.0,3.7,53,1585
Project Management in Marketing,Lifestyle,1600.0,4.22,78,223
DevOps and traditional ITSM in IT service management,IT & Software,2240.0,3.59,24,112
A Complete Course on Microstrategy 10.1x BI tool,Finance & Accounting,8640.0,2.59,106,474
How to Build a Profitable Ecommerce Drop-Shipping Business,Business,1280.0,4.08,294,3022
VueJS V1 Introduction to VueJS JavaScript Framework,Development,8640.0,3.66,75,22989
Introdução a Pintura Digital,Lifestyle,5440.0,4.87,5609,8241
Learn Hacking and use your Android as a Hacking Machine,IT & Software,1280.0,3.48,505,24562
Fundamentals Of Telemarketing Workshop,Finance & Accounting,3200.0,4.03,25,94
Project Management - Advance Yourself With PMP Certification,Business,6400.0,3.8,17,749
Cassandra Administration,Development,5440.0,4.05,243,1345
The Hodgepodge Formula to Enjoyable Employment!,Lifestyle,8640.0,5.0,3,695
Coaching Course: Practical Guide to Quickbooks Online- Basic,IT & Software,12800.0,0.0,0,1
How to start a Business with Domain Flipping Names,Finance & Accounting,1280.0,3.54,19,1096
Ultimate Builderall Masterclass,Business,3200.0,3.85,37,1359
Building your First VR Experience with Unity,Development,8640.0,4.3,386,2796
Confidence: 21 Days to an Empowered State of Mind,Lifestyle,8640.0,4.15,102,4270
Talent Management; How to Survive the War on Talent,IT & Software,1280.0,2.79,32,649
Employee Performance Management - From Zero to Hero,Finance & Accounting,8000.0,4.42,32,1029
"Creating Team Vision, Mission & Values",Business,9920.0,4.45,147,447
Unity: Building First-Person Shooter(FPS) Games,Development,8640.0,3.6,23,96
Formatos de Salão & Técnicas de Limagem,Lifestyle,1920.0,3.83,47,118
Puppet Techniques for Enterprise Deployments,IT & Software,8000.0,3.57,4,40
How To Become a Full Time Writer From Scratch,Finance & Accounting,8640.0,4.15,76,827
"ISO9001:2015, How to Write a Quality Manual",Business,8640.0,3.3,5,29
Introduction Course to RDM building management,Development,1280.0,4.01,17,59
Trabalhe Vetorizando fotos com CorelDraw,Lifestyle,1280.0,4.77,18,95
Public Speaking for Novices- Exude Confidence & Clear Speech,IT & Software,8640.0,4.73,19,1135
GDPR Office 365 Readiness Course: Compliance & Data Security,Finance & Accounting,3200.0,4.24,19,4181
Time Management - Getting Control Of Your Life,Business,5760.0,4.16,3,15
Cloud Migration on AWS and Microsoft Azure,Development,1600.0,3.53,21,1946
Poetic Visionboarding: How to Use Poetry to Set Goals,Lifestyle,6400.0,3.1,3,5
Trading Psychology Made Easy: Patience,IT & Software,1280.0,4.34,22,122
Understanding Executive Coaching.,Finance & Accounting,3840.0,3.72,14,1307
Design The Ultimate Upwork Profile 4 Successful Freelancers,Business,8640.0,4.15,16,6777
CSS for Beginners,Development,1280.0,4.11,23,2540
Çocuklara Özel Satranç Eğitim Seti (4-14 Yaş),Lifestyle,3200.0,4.51,27,1188
Valuation of Fixed Income Securities and Equity with Excel,IT & Software,1600.0,0.0,0,0
Six Sigma Black Belt Certification - Practice Tests,Finance & Accounting,1280.0,2.04,7,67
Technical Analysis : High-Profit COUNTER TREND Trading,Business,6400.0,4.46,49,253
Master Python Programming: The Complete Python Bootcamp 2020,Development,8640.0,4.53,521,2887
How to Write a Marketing Plan for your Business,Lifestyle,1920.0,3.83,4,15
