title,category,price,rating,num_reviews,num_subscribers
Video Oasis: The Ultimate Live-Streaming Course,Lifestyle,1280.0,3.39,13,7252
CompTIA Cloud+ CV0-002 Bootcamp Get Certified!,IT & Software,1280.0,4.1,185,1598
How to PROFIT from the stock market SAFELY with ETF-Complete,Finance & Accounting,0.0,4.19,237,10920
Validate your business idea with MVP-Minimum Viable Product,Business,6400.0,4.44,46,1282
Learning Bootstrap - From HTML to Wordpress Theme,Development,5120.0,4.57,59,667
Mini Mandala Kurs- Mandala Zeichnen für Anfänger,Lifestyle,0.0,4.49,23,732
Linux Administration and Supercharge Your Career,IT & Software,7360.0,3.76,58,201
"Investing In Stocks For Retail Investors, Fast Profit Method",Finance & Accounting,8640.0,4.67,14,74
Earn More Sales By Increasing Local Traffic To Your Website,Business,4800.0,4.74,3,372
Design Patterns in JavaScript,Development,6400.0,4.34,357,3544
adtech kyushu 2013 trackB8,Lifestyle,0.0,0.0,0,215
Todd Lammle's ICND2 200-105 Certification Practice Tests,IT & Software,1280.0,4.23,27,124
PPL2020-06-Penerapan Audit Berbasis Risiko,Finance & Accounting,4480.0,4.67,23,31
Your First Impressions Count the Most - Master Yours Today,Business,7040.0,3.6,8,2463
Python for Beginners - Basics to Advanced,Development,1280.0,4.22,1554,96076
How to take Risks (For The Biscuit),Lifestyle,1280.0,4.11,19,1509
Formation Quickbooks en ligne,IT & Software,1280.0,4.82,6,44
MINIMALISMO PARA LAS FINANZAS ?,Finance & Accounting,1280.0,3.47,17,406
Apartment Locating Mini-Course (Real Estate Agents),Business,8640.0,4.52,10,37
Web & API Automation using KATALON STUDIO (Best for Newbies),Development,3840.0,4.26,253,3155
Occultism Level 1: Explore Hidden Knowledge,Lifestyle,0.0,4.18,257,4754
Build employee retention and reduce annual employee turnover,IT & Software,5440.0,3.95,16,1282
Punctuation ~ American English: punctuate with confidence!,Finance & Accounting,1280.0,4.45,82,1748
7) CSMF: Certified Strategic Modeling Facilitator,Business,7040.0,4.77,3,9
Redis Tutorial for Beginners,Development,3200.0,3.27,21,1515
Add a User-Friendly Excel Interface for Data Input & Output,Lifestyle,2560.0,4.0,1,411
Fedora Linux from Scratch,IT & Software,6400.0,3.91,114,16482
Certificate in Qlik Sense Analytics Development,Finance & Accounting,8640.0,4.45,3058,13004
Sell More Websites & Get Clients With #1 Sales Secret,Business,8640.0,4.67,155,7146
Forecasting Models with Python,Development,1600.0,3.03,102,679
MySQL Database Administrator & developer certification Exam,Lifestyle,7040.0,5.0,2,2384
Bank Reconciliation Statement,IT & Software,1600.0,0.0,0,0
How to build an ecommerce store with wordpress & woocommerce,Finance & Accounting,8640.0,4.43,1309,15887
Asking for Referrals,Business,3200.0,4.91,4,9
Autonomous Cars: Deep Learning and Computer Vision in Python,Development,5760.0,4.45,659,6237
Leadership Skills Training: Become an Inspiring Leader!,Lifestyle,1280.0,4.54,797,1970
E-Commerce Masters Course - Setup your own Online Business,IT & Software,3840.0,4.56,30,14418
Exploring The Annual Accounting Close Process,Finance & Accounting,3200.0,4.64,5,30
Calculate Productivity Rate: Steel Reinforcement,Business,1280.0,4.22,4,886
Hybrid Mobile App Development with Ionic,Development,3200.0,3.71,60,320
PowerPoint 超入門 作ればわかる！〜2時間でプレゼン資料を作ってパワポ速習！企業研修で教える講師のカリキュラム,Lifestyle,1920.0,4.23,763,3455
System Hacking Course For Ethical Hackers,IT & Software,8640.0,3.08,118,15776
Learn About Bitcoin and Bitcoin Mining,Finance & Accounting,1280.0,2.94,31,613
Mastering Tableau 2018.1 - Second Edition,Business,8000.0,4.25,4,25
Create Executive Dashboards with SQL Server Report Builder,Development,6080.0,4.54,21,480
Vectorising your art and designs using a ProtoSketch on iPad,Lifestyle,6400.0,3.88,5,22
How To Invest in Bitcoin & Crypto in 2020 - Fundamentals,IT & Software,8640.0,5.0,1,6
Matemática Financeira - Passo a Passo (HP12C e Excel),Finance & Accounting,1280.0,5.0,2,6
"Business Analysis: BPMN, Data Analytics For Business Analyst",Business,8640.0,2.95,177,4985
Cyber Security: Mastering Linux Security,Development,8640.0,4.04,22,309
Proceso general de toma de decisiones,Lifestyle,1280.0,4.18,35,48
Oracle Data Integrator 12c Essentials | 1Z0-448,IT & Software,1600.0,3.5,4,14
Forex Trading - Advanced Fundamental Analysis,Finance & Accounting,8640.0,3.96,285,2703
Trading Psychology Made Easy: Patience,Business,1280.0,4.34,22,122
What is new in C# 6,Development,1280.0,3.96,312,9741
Playwriting 101,Lifestyle,1920.0,0.0,0,0
Business Analysis and Process Modeling,IT & Software,8640.0,3.58,19,1130
Educação Financeira,Finance & Accounting,1280.0,0.0,0,0
SigmaWay's RapidMiner and Data Analytics Course,Business,1280.0,4.79,4,15
UNITY 5: quick start for beginners (mini course),Development,1280.0,3.68,21,893
Facebook Ads - Ciblage Laser,Lifestyle,1920.0,4.73,399,1616
Build A One Page Business Or Portfolio Website,IT & Software,1600.0,4.13,10,1395
SOX 302: Internal Controls over Financial Reporting,Finance & Accounting,4800.0,4.47,28,143
Analyzing Self Storage Businesses for Maximum Profit,Business,8640.0,4.12,5,4735
Powering you with PowerShell,Development,1280.0,4.56,58,3358
"Seascape Oil Painting course, Real-time demonstration",Lifestyle,3200.0,1.0,1,35
Mobile App Localization for Translators,IT & Software,11200.0,4.31,42,177
New Real Estate Agent Business Plan,Finance & Accounting,8640.0,3.72,23,88
Property Flip or Hold - Real Estate Investing Calc Analysis,Business,8000.0,4.45,30,288
Master CI/CD for Xamarin,Development,6400.0,4.5,25,280
After Effects Básico: Trucos y efectos básicos en AE,Lifestyle,6400.0,3.3,12,1612
Introduction to Book Keeping and Basic Accounting,IT & Software,1280.0,3.66,43,890
Public Speaking for Engineers: Never Get Lost in Tech Detail,Finance & Accounting,8640.0,3.88,132,8232
How to Find Your Startup Investors,Business,1280.0,3.7,5,45
Database Engines Crash Course,Development,6400.0,4.16,43,8052
Adobe Illustrator Dersleri (Ayrıntılı ve Uygulamalı),Lifestyle,1280.0,4.81,5,21
Cypress by Examples,IT & Software,1280.0,4.85,4,31
Candlestick Patterns to Master Forex Trading Price Action,Finance & Accounting,8640.0,4.61,2030,8060
CBPM Course 2: Improving Project Performance - FAST,Business,1920.0,4.12,51,2229
Python 3 Workout - Solve 250 Multiple-Choice Quizzes!,Development,4480.0,4.05,52,850
地方都市からのイノベーション：IT業界が地方企業を活性化させる - (AdTech Tokyo 2014 D-5),Lifestyle,0.0,2.89,6,284
How To Save Big Money!,IT & Software,1280.0,3.38,33,2522
Working Capital Management for Entrepreneurs,Finance & Accounting,1280.0,3.4,13,543
Start-up Business Financials: Forecasting Made Easy!,Business,3200.0,3.74,79,3488
Apache Kafka - Real-time Stream Processing (Master Class),Development,1280.0,4.65,598,3691
The Building Habits Blueprint,Lifestyle,6080.0,0.0,0,1
Appium Android: Easy Guide to Mobile Automation Testing Dev,IT & Software,8640.0,4.13,42,763
The Complete Belive TV  Facebook Live Course 2019,Finance & Accounting,4800.0,4.3,46,713
How to Build a Supply Chain Model in Microsoft Excel,Business,1280.0,3.03,114,871
Build Terrain for Games using World Machine,Development,1280.0,3.18,14,252
"MLM, Direct Sales and Network Marketing Global Success",Lifestyle,9600.0,4.27,83,20223
3 Combo Strategy - Forex Price Action MASTERCLASS,IT & Software,8640.0,4.45,24,88
"Personal Finance for the Employed: Budget, Save and Spend",Finance & Accounting,0.0,4.28,112,4859
U.S. Residential Mortgage Business,Business,1600.0,4.44,1284,4088
Complete java Course: Go from beginner to advanced,Development,8640.0,2.93,89,9381
Balloon Art For Beginners!,Lifestyle,3520.0,4.75,5,29
The Agile Inception Deck,IT & Software,6400.0,4.55,10,26
"Chinese culture, customs, and business etiquette",Finance & Accounting,1280.0,4.59,16,51
Writing for Publication - Bust Writer's Block,Business,8000.0,3.8,4,272
Spring Security Core: Beginner to Guru,Development,8640.0,4.65,126,1961
AutoCAD for Lighting Designers (Pre Design),Lifestyle,3200.0,0.0,0,1
Mastering Taxes: Slash Your Taxes and Have Fun Doing It!,IT & Software,1600.0,4.33,87,362
Blockchain Ninja : Develop  Ethereum dapp with Angular,Finance & Accounting,1280.0,3.03,52,2089
Business Model Canvas: Turn Ideas into Successful Startups,Business,1920.0,3.44,7,1021
Android Jetpack masterclass in Java,Development,8640.0,4.57,184,784
Hypnosis: Stop Smoking Hypnosis Practitioner Certification,Lifestyle,6400.0,4.36,188,1269
Technical Analysis Masterclass For Traders & Investors 2020,IT & Software,8640.0,4.32,168,1747
A beginners guide to Crypto Wallets,Finance & Accounting,1280.0,4.3,2,17
Selling On Amazon with FBA|90% Automated eCommerce Business!,Business,3200.0,4.22,41,679
iOS 12 & Swift 5: Build a To-Do List App,Development,6400.0,4.57,277,10933
Powerpoint 3d,Lifestyle,8640.0,4.55,16,1667
Get Big Things Done: Become a Standout Collaborator,IT & Software,8640.0,3.96,106,623
ASISTENTE CONTABLE,Finance & Accounting,3200.0,4.15,32,113
Media Training: You Can Be a Media Trainer,Business,8640.0,3.98,66,1603
The complete guide for blueprint development in Unreal 4,Development,8640.0,3.01,93,847
Sculpt a Complex Catacomb Environment Scene with ZBrush,Lifestyle,1280.0,5.0,1,22
The economic model of emerging countries - Michael Spence,IT & Software,1600.0,4.53,340,1892
Start Making Passive Income Online: The Complete Bundle,Finance & Accounting,8640.0,4.2,203,46584
Secrets of Buying Auction Properties,Business,6080.0,4.06,59,692
The Modern Python 3 Bootcamp,Development,8640.0,4.66,19890,74257
Keynote Presentation Unleashed,Lifestyle,1280.0,4.2,10,84
Introduction to Human Resource Management,IT & Software,1280.0,4.15,2171,15966
Bitcoin and Cryptocurrency: Don't Believe the Bitcoin Hype,Finance & Accounting,8640.0,4.27,14,1038
Build your Personal Brand: LinkedIn for Beginners!,Business,4800.0,4.0,16,1617
C Language + Algorithms + Data Structures = Power,Development,8640.0,3.72,300,1573
"Excel for Business Life, From Beginning to Advanced",Lifestyle,1280.0,4.4,22,206
Day Trade - Guia Oficial Mercado de Ações para Iniciantes,IT & Software,5760.0,3.98,993,4744
Three Emerging Careers in Digital Business Analysis,Finance & Accounting,2560.0,4.17,386,6885
Gain a working knowledge of Project Scope Management,Business,8640.0,4.37,20,108
APIs in Action: Build API-Based Applications,Development,5760.0,4.28,12,128
Planeación y producción de videojuegos,Lifestyle,3200.0,4.28,202,529
Apache NiFi (Cloudera DataFlow) - Be an expert in 8 Hours,IT & Software,8640.0,3.96,49,3501
Construction: Pricing Extension of Time Claims: Vol 1 of 2,Finance & Accounting,8640.0,4.39,215,867
Become an eBay Entrepreneur- Selling Clothes Online,Business,1280.0,4.11,3,8
Swift 3 and iOS 10 The Final course learn to code like a pro,Development,8640.0,4.02,77,585
Shading Masters: The 4 Steps to Shading Drawing Course,Lifestyle,1280.0,3.73,47,717
The Art of Reconnaissance : Information Gathering Techniques,IT & Software,1920.0,3.36,5,500
Guide to Diploma of Project Management,Finance & Accounting,12800.0,3.76,7,366
Managing Stakeholder Engagement (PMI - PMP),Business,1600.0,4.47,5,3911
Swift 5 Programming For Beginners,Development,8640.0,4.35,414,2655
How to Podcast When You Aren't Tech Savvy,Lifestyle,1280.0,0.0,0,2
Automate Anything: Using Sikuli and Python + Real Examples!,IT & Software,8640.0,4.57,16,117
Technology Trends,Finance & Accounting,1920.0,4.17,87,748
PMP Exam Situational Question Practice Test (200-Q) - PMBOK6,Business,1600.0,4.13,15,96
Mastering Drupal 8 Development,Development,8000.0,3.5,142,864
Ultimate Australia Working Holiday Guide,Lifestyle,1920.0,4.0,1,9
Advanced Product Management: Leadership & Communication,IT & Software,8640.0,4.56,624,6140
Apprendre à trader sur le marché du Forex - guide complet,Finance & Accounting,8640.0,4.59,1340,4855
Fundamentals of Electrical Controls,Business,1280.0,4.54,850,3003
Introduction to Unity 3D Scripting,Development,3200.0,3.48,103,5439
Basics of Facebook marketing -How to make good content Ads,Lifestyle,1280.0,2.5,1,341
How To Get Substantial Seed Funding For Your Startup,IT & Software,1920.0,4.81,8,1135
Professional Scrum Product Owner Training Course,Finance & Accounting,8640.0,3.65,22,89
You Can Deliver a TED-Style Talk  Presentation (Unofficial),Business,9600.0,4.71,94,21390
Mastering ARKit for iOS,Development,1280.0,3.93,736,4998
Cocina Creativa,Lifestyle,0.0,4.19,1053,13368
Merch by Amazon Masterclass: The Complete Beginner's Guide,IT & Software,8640.0,4.19,240,1737
How to Retire on 3k with Day Trading and Option Selling,Finance & Accounting,1920.0,4.23,33,230
Effective Human Resource Administration,Business,8640.0,4.48,389,1407
MySQL Database Bootcamp: Go from SQL Beginner to Expert,Development,1280.0,3.7,27,72
Women in Leadership: Inspiring Positive Change,Lifestyle,1280.0,0.0,0,2
"Check your C, C++, C# and Java Knowledge",IT & Software,1280.0,4.65,16,3304
8 Major Forms of Waste in Organizations,Finance & Accounting,1280.0,4.23,46,2791
Essential Sales Skills for Beginners - or Refreshers,Business,1280.0,3.39,39,2901
Phonegap Application Development Complete Training,Development,1280.0,3.23,28,444
Stories e Vídeos Animados com PowerPoint,Lifestyle,1280.0,3.61,57,189
Stock Market Beginners Analysis Secret,IT & Software,0.0,4.24,197,5415
Krypto Academy - Beginner zum Tradingprofi (Kryptowährungen),Finance & Accounting,3520.0,4.77,47,127
The Complete Google Sheets Course: Beginner to Advanced!,Business,8640.0,4.51,2458,10481
A Beginners Guide To SQL. Master SQL Quickly,Development,3200.0,4.24,314,1412
"Cómo crear ebooks, cursos y blogs en 2020. GANA DINERO ya!",Lifestyle,2560.0,3.91,91,509
Hands-On HR Analytics Online Course for Human Resources,IT & Software,8640.0,4.2,170,629
Options Trading Academy: Covered Call Options Writing,Finance & Accounting,6720.0,3.23,6,818
Business - How To Start An LLC In Texas,Business,6080.0,4.64,69,851
Learning Path: Learning Infusionsoft,Development,8640.0,4.39,37,242
Facebook Anuncios 2019: Marketing para Emprendedores,Lifestyle,1280.0,0.0,0,10
SDLC Overview (1 Hour) - Software Development Life Cycle,IT & Software,1280.0,4.22,1120,5715
Learn to Trade The News,Finance & Accounting,12800.0,4.52,935,5080
Integrated Management System (IMS) - Practice Exam,Business,2560.0,4.26,9,24
OOP Object Oriented Programming In PHP 7,Development,6400.0,4.71,526,5286
Google Docs Part Of G Suite - Learn Google Docs In 1 Day,Lifestyle,0.0,4.5,1,575
Business Analysis Modeling Skills & Techniques,IT & Software,8640.0,4.49,4240,26338
Best Forex Trading For All Levels!,Finance & Accounting,8640.0,0.0,0,3
The ultimate guide to remote work and landing your dream job,Business,2880.0,5.0,3,7
Composer - The Ultimate Guide for PHP Dependency Management,Development,3840.0,4.28,138,5888
Coding for Kids : Start from Scratch,Lifestyle,1280.0,4.67,26,1575
FPGA Design and VHDL,IT & Software,6400.0,4.46,202,1547
How to Run Successful Events: Management Planning Marketing,Finance & Accounting,8640.0,4.48,6,18
Business Negotiations - Techniques from the battlefield!,Business,3200.0,3.84,49,681
API for beginners JavaScript Getting Started with APIs AJAX,Development,8640.0,3.97,45,3514
Curso completo “Posiciona tu Sitio Web”,Lifestyle,8640.0,3.72,9,67
Manage and run projects in Indonesia,IT & Software,1920.0,3.51,7,3706
Fiverr Masterclass: Earn Money Freelancing on Fiverr,Finance & Accounting,8640.0,4.32,157,16628
A Beginner's Guide to Replacing Your Job with Forex,Business,1280.0,3.95,470,8380
Set up a First Person Game in Unity in under Two Hours!,Development,8640.0,4.01,17,5063
Beginner's Guide to Gardening: Building Raised Beds,Lifestyle,1280.0,3.77,83,252
Introduction to Cloud Computing with Amazon Web Services,IT & Software,3200.0,4.34,736,3363
Next Level Emotional Intelligence: Developing for the Future,Finance & Accounting,8640.0,4.55,6,40
Affiliate Marketing for Beginners: Make Money Online,Business,8640.0,4.27,97,431
Advanced Machine Learning with R,Development,8000.0,3.12,8,40
"The Ultimate Guide to Stencil for Merch By Amazon, KDP & POD",Lifestyle,3200.0,4.59,33,6483
JNCIA-Junos JN0-103 Practice Exams,IT & Software,1600.0,4.51,222,1290
Receivables & The Allowance vs The Direct Write Off Methods,Finance & Accounting,8640.0,4.64,25,13181
Accounting 101: Using Microsoft Excel For Accounting in 2020,Business,3200.0,3.67,31,150
The Complete Web Developer in 2020: Zero to Mastery,Development,8640.0,4.71,40396,137215
Facebook Live - Szybki START!,Lifestyle,3200.0,4.72,3,5
Practical Guide: Whiteboard Animation with Videoscribe,IT & Software,8640.0,4.38,143,8456
Project Management Professional (PMP),Finance & Accounting,8640.0,4.45,45,222
Essential On-Premise Microsoft Power BI Report Server,Business,1600.0,3.88,5,16
AWS AppSync & Amplify with React & GraphQL - Complete Guide,Development,8320.0,4.54,394,3121
TAROT | TAROCCHI | ТАРО,Lifestyle,12800.0,4.27,25,121
Forex Trading Mastery: Take The Stress Away From Forex Vol.2,IT & Software,8640.0,4.18,41,1162
Business strategies : Business analysis and execution,Finance & Accounting,1280.0,4.77,9,277
How to Begin and Sustain a Career as a Freelance Writer,Business,8640.0,3.67,37,7211
Tidy Data: Updated Data Processing With tidyr and dplyr in R,Development,8640.0,4.42,103,673
Análise de Séries Temporais com Power BI,Lifestyle,0.0,4.22,22,483
CCIE Routing & Switching Version 5.0 -IP Services - QoS,IT & Software,1280.0,4.75,320,2059
About bitcoins,Finance & Accounting,4160.0,5.0,2,5
PMP Certification Math and Formulas,Business,6400.0,4.48,13,135
Specialize in Software Testing with Real Examples+AGILE+JIRA,Development,4160.0,4.42,121,10274
The Complete Maya Course: How to Create The 3D Gun Model,Lifestyle,8640.0,2.89,139,1388
Finansal Muhasebe,IT & Software,1280.0,2.99,14,84
Strategia Aziendale e di Business Insegnata nei Migliori MBA,Finance & Accounting,1280.0,4.57,15,116
Online Sourcing Made Easy,Business,1600.0,4.61,341,3465
Python For Those Absolute Beginners Who Never Programmed,Development,8640.0,4.22,233,17630
Master QuickBooks Pro 2016 & 2017 the Easy Way,Lifestyle,8640.0,4.45,22,846
The Complete Podcasting Course with Brendan Davis,IT & Software,8640.0,4.18,18,79
Revealed: Data Consolidations with Microsoft Power BI Tools,Finance & Accounting,4480.0,4.44,10,79
International Business Law,Business,8640.0,4.08,5,28
Angular 8 + Spring Boot Microservices and Spring Cloud,Development,1280.0,3.68,57,313
What Should I Post on Facebook Today?,Lifestyle,0.0,4.4,121,6487
Grant Writing for Nonprofits and Freelance Writers,IT & Software,1600.0,4.46,883,5785
Management 101: Essential Management Skills in 2020,Finance & Accounting,5120.0,4.77,35,2566
Investor Pitching: Presentations for Startup Capital,Business,8640.0,3.74,27,1075
The complete Vue JS course,Development,1280.0,4.52,293,3893
Learn the 3 Card Monte Magic Trick (Tips From the Street),Lifestyle,1280.0,0.0,0,8
Newsstand: Publish your magazine today,IT & Software,2560.0,1.81,3,103
Support and Resistance: Theory and Application,Finance & Accounting,1280.0,4.1,216,3058
Ethereum Projects,Business,8000.0,4.75,6,45
Step by Step Rest API Testing using Python + Pytest + Allure,Development,6400.0,4.16,432,2227
NEUROCOPY|  Aprenda Comunicação Persuasiva para Vender Mais,Lifestyle,8640.0,3.72,6,27
Aprenda a investir em IMÓVEIS e no MERCADO IMOBILIÁRIO,IT & Software,6080.0,4.6,22,88
Trading Harmonic Elliott Waves like a PRO,Finance & Accounting,9600.0,4.57,34,128
Preparation for CDCS exam,Business,7680.0,3.11,47,299
Wagtail CMS Course | A CMS Framework for Django,Development,1280.0,4.27,27,132
Google meu Negócio e os Segredos do Posicionamento Local,Lifestyle,4800.0,4.7,186,481
Scratch coding for kids - Advanced Scratch,IT & Software,1600.0,4.74,5,20
BINARY OPTION TRADING: ADVANCE TACTICS.,Finance & Accounting,8640.0,4.48,24,108
Revenue Recognition - IFRS 15 & ASC 606,Business,1600.0,4.28,579,1540
How to Make Mobile Games Without A Single Line Of Code,Development,1600.0,3.69,32,1737
INTRODUÇÃO AO UNIVERSO DO VINHO. Aprenda a aprecia-lo,Lifestyle,4480.0,4.57,24,63
Build your own powerful super computer on cloud in 2020,IT & Software,1280.0,2.46,96,14900
A Guide to AACE Certified Cost Professional Certification,Finance & Accounting,8640.0,3.76,9,64
Double Your Virtual Assistant Income with a Niche Skill,Business,2240.0,4.6,30,190
Sara Learns to Code.  Making an App from Scratch,Development,3840.0,4.0,22,431
Mastering Curves in Photoshop CC,Lifestyle,6400.0,4.38,292,21675
The Ultimate Azure BootCamp,IT & Software,3200.0,4.09,45,6482
The Complete Audiobook Production and Narration Course,Finance & Accounting,8640.0,4.46,496,3561
Leading Virtual Teams - A Quick Course,Business,2560.0,4.41,1641,4312
Unity Multiplayer 2017 -Build Online Shooter - code included,Development,8640.0,3.72,269,72955
Child Psychology and Development: From Baby to Teen,Lifestyle,8640.0,4.15,13,60
Microsoft Word (2020) - The complete Word Master Course!,IT & Software,8640.0,3.99,38,3097
பங்குசந்தை தொழில்முறையாளர் - Professional Stock Trader,Finance & Accounting,8640.0,4.75,2,5
Storytelling for Change and Crisis Management,Business,8000.0,4.43,18,771
"Ultimate Coding Boot Camp - Python, Game Dev, Web Dev",Development,8640.0,4.3,30,203
Mastering SAP Financial and Controlling (SAP FICO) - Part-I,Lifestyle,6400.0,3.8,33,95
Connect ESP8266 WiFi Module to Cloud with Arduino End-to-End,IT & Software,6400.0,2.23,75,2384
Publish Your Video Content with Amazon Video Direct,Finance & Accounting,3200.0,4.21,164,15752
Card Payments Industry: The Complete Guide,Business,1920.0,3.77,23,53
Laravel - Create a user registration with email notification,Development,3200.0,4.13,50,1302
Sıfırdan Uzmanlığa Profesyonel Satranç Eğitimi! | Satranç,Lifestyle,1280.0,4.03,134,3596
How To Start Vlogging on YouTube - Vlogging Best Practices,IT & Software,6400.0,3.97,6,303
Corso evoluto di Trading sulla piattaforma eToro.,Finance & Accounting,1920.0,3.79,7,24
2020 Manager Guide to Performance Management,Business,8640.0,4.8,5,20
"Scalable Web Applications with Python, Flask, and SQLAlchemy",Development,6400.0,4.24,412,2887
How To Create Your First Affiliate Marketing Info Product,Lifestyle,8640.0,4.08,43,10041
Logistics of crude oil and petroleum products - Oil and gas,IT & Software,6400.0,4.11,138,472
How To Become A Successful Social Media Influencer,Finance & Accounting,6400.0,4.4,34,5961
Network Marketing 101,Business,1280.0,4.4,31,2292
The Complete Data Visualization Course 2020,Development,8640.0,4.53,207,2445
Ministry to the Sexually Exploited,Lifestyle,1920.0,4.46,26,86
Niche Website - How to Build a Viral WordPress Site,IT & Software,8640.0,4.57,34,3546
The Ultimate Guide to Dropshipping and Shopify,Finance & Accounting,8640.0,4.58,28,723
Crushing the Market on ThinkorSwim with Fibonacci,Business,1600.0,3.84,27,176
Linux Kernel System Programming,Development,1280.0,3.12,24,226
Space & Space Planning in Interior Design,Lifestyle,1280.0,2.82,3,21
7 Linux basics: finding files,IT & Software,1280.0,4.84,7,82
Analytics for Business Strategy: Core Executive Skills,Finance & Accounting,2880.0,4.34,32,1137
FOREX TRADING for Beginners - Level 1 Forex Trading Course,Business,1280.0,3.79,181,5618
Create a web application with python + Django + PostgreSQL,Development,4160.0,4.36,171,3044
初心者クリエイター向けオーディオ【うたた寝ラディオ】 - Audio Books in Japanese,Lifestyle,0.0,4.37,19,1399
Quant Expert - Estratégias Quantitativas,IT & Software,8640.0,4.49,49,414
A New Method For Product Development & Design: SIMPSIS-Model,Finance & Accounting,8640.0,4.34,95,4069
FIVERR Crusher - Succeed on Fiverr from Scratch!,Business,8000.0,3.94,38,2368
Django 2 & React: Build a Realtime web app,Development,1280.0,4.1,102,1693
Digitally Painting Light and Color: Amateur to Master,Lifestyle,8640.0,4.57,1391,23749
eBay Dropshipping: Create Drop Shipping Business Fast Course,IT & Software,3840.0,3.96,86,2819
Start a branded blog for free and monetize,Finance & Accounting,1280.0,4.35,14,48
The Public Speaking Formula: Write Your Speech in 30 Minutes,Business,6720.0,4.7,7,240
Programming for Kids and Beginners,Development,8640.0,3.88,39,170
Mobile App Design in Photoshop From Scratch: Design Uber App,Lifestyle,1600.0,4.12,1209,30937
How to write a Strategic Plan that doesn't suck!,IT & Software,3200.0,4.59,14,64
SAP CO (Controlling) Training,Finance & Accounting,1280.0,3.09,56,1696
Financial Trading: How I Doubled My Money in Three Months,Business,8640.0,4.0,36,243
OpenID Connect & JWT: Identity as a Service for your Apps,Development,8640.0,4.4,125,842
Advanced 3D Typography Techniques in Photoshop,Lifestyle,6400.0,4.28,18,2119
CIW Site Development Associate | 1D0-61B,IT & Software,1280.0,3.94,5,11
The Complete Enterprise Risk Management (ERM) Course.,Finance & Accounting,6400.0,4.35,10,42
Oil & Gas : Markets Trading Pricing & Economic Framework,Business,6400.0,4.01,97,345
Demystifying Parallax: Learn to Create Interactive Web Pages,Development,3200.0,4.64,43,273
"Google Ads Display, Search, Video, Shopping, Exam Test 2020",Lifestyle,1600.0,1.0,1,10
The Complete Salesforce Lightning Process Builder Course,IT & Software,5760.0,4.68,9,356
"Fearless Business - Grow Your Business, Make More Money",Finance & Accounting,1280.0,4.34,24,149
Business Mathematics #1,Business,3200.0,4.53,6,31
Make An AR App with Unity and Playmaker Without Coding!,Development,1600.0,3.79,21,214
Marketing Strategy: Best Digital Marketing & SEO Techniques,Lifestyle,8640.0,3.37,69,6021
Basics of GST in India A Comprehensive Study,IT & Software,8960.0,4.17,271,1132
OKR Goal Setting Master Class,Finance & Accounting,6080.0,4.58,27,138
How To Run A Retail Business,Business,8640.0,3.68,6,18
Data Science: Beginners Guide to the Command Line,Development,2240.0,4.05,145,8036
KRECK Digital Content Creation Masterclass,Lifestyle,4800.0,0.0,0,4
Double Your Growth WIth Trigger Event Selling,IT & Software,1600.0,4.36,5,1768
Hands-On Transcription Practice Series - Course A,Finance & Accounting,3840.0,4.49,15,97
Freelance Blueprint: Start Freelancing Today & Get Clients!,Business,8640.0,4.43,32,4039
Machine Learning with Jupyter Notebooks in Amazon AWS,Development,8320.0,3.79,65,12970
Bird Watching in Florida,Lifestyle,1280.0,5.0,1,3
Dinheiro: modo de usar,IT & Software,1920.0,4.79,21,83
Venture Capital Financial Modeling,Finance & Accounting,6400.0,4.51,115,4081
How to Craft a Customer Centric Value Proposition Design,Business,1920.0,4.22,92,4808
Learn C# programming with the Unity Game Engine 2019,Development,6080.0,3.97,17,90
Certificate Program on Sports Marketing,Lifestyle,8640.0,3.93,8,42
Finanças Pessoais na Prática,IT & Software,0.0,3.78,16,1277
CIPS Level 4 Diploma  - Supplier Relationships (L4M6),Finance & Accounting,1600.0,4.28,19,66
Persuasive body language for business,Business,5760.0,4.96,9,65
Learn Practical Python 3 for Beginners (2018),Development,8640.0,4.88,52,2266
Managing Change and Rebuilding Your Career After A Setback,Lifestyle,1600.0,0.0,0,0
Ultimate Options For Beginners,IT & Software,1920.0,3.06,2,269
"Mujer,Regálate orden en tus finanzas",Finance & Accounting,1600.0,3.5,1,3
Home Business Goldmine,Business,3200.0,4.4,13,72
The Complete Java Certification Course,Development,8640.0,4.48,8780,33251
Watercolor paint a MODERN style picture with limited palette,Lifestyle,3200.0,5.0,1,32
Designing Business Models,IT & Software,1920.0,4.07,12,102
Work From Home: How to Start a Home Daycare Business,Finance & Accounting,2880.0,4.82,29,118
"Killer Sales Technique, Learn Conversational Selling",Business,8640.0,4.05,135,1430
Learn MariaDB : A Beginner to Advanced Guide,Development,8640.0,3.52,18,162
"PowerPoint Like a Boss - Get Certified, Make Amazing Slides",Lifestyle,8640.0,4.38,24,211
Crowdfund Academy: 101 Kickstarter Successes,IT & Software,6080.0,4.05,32,774
Start a Successful Social Media Marketing Agency from Home,Finance & Accounting,1600.0,4.23,1240,5866
Law of Contracts in 60 Minutes: A Fast Track Course,Business,3200.0,4.19,138,1094
WPF & XAML: Build 10 WPF applications (C#) in 2020,Development,6400.0,4.04,134,4505
How to Turn Instagram into a Business & Monetize a Following,Lifestyle,8640.0,4.19,636,38137
